	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
0	prerank	GO_Biological_Process_2021__positive regulation of neuron death (GO:1901216)	0.8997995991983969	2.126126352763188	0.0	0.11949850423128405	0.094	4/4	10.74%	DKK1;FOS;DDIT4;EGR1	GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)
1	prerank	GO_Biological_Process_2021__positive regulation of cell death (GO:0010942)	0.6920032472595257	2.071205630507059	0.0018832391713747645	0.09745984566403904	0.154	5/7	10.74%	DKK1;FOS;SLC6A6;DDIT4;EGR1	GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)
2	prerank	GO_Biological_Process_2021__positive regulation of protein kinase activity (GO:0045860)	0.6436496880214324	2.0569951818478414	0.005555555555555556	0.07738017896943804	0.178	5/8	12.72%	DKK1;LTF;RELN;EGR1;EFNA1	GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)
3	prerank	GO_Biological_Process_2021__regulation of neuron death (GO:1901214)	0.6511764172252819	1.975407509633794	0.001869158878504673	0.13566018718059705	0.337	5/7	20.08%	DKK1;FOS;DDIT4;EGR1;GPNMB	GO_Biological_Process_2021	regulation of neuron death (GO:1901214)
4	prerank	GO_Biological_Process_2021__lipid transport (GO:0006869)	-0.8196392785571142	-1.960195234027437	0.002066115702479339	0.7096021447518417	0.408	4/4	18.89%	FABP5;FABP3;SLC10A4;CETP	GO_Biological_Process_2021	lipid transport (GO:0006869)
5	prerank	GO_Biological_Process_2021__regulation of cell cycle phase transition (GO:1901987)	-0.86	-1.8276007133449035	0.002028397565922921	1.0	0.785	3/3	14.71%	TCIM;PSMB9;PSMB8	GO_Biological_Process_2021	regulation of cell cycle phase transition (GO:1901987)
6	prerank	GO_Biological_Process_2021__regulation of establishment of planar polarity (GO:0090175)	-0.86	-1.8143734353045078	0.00202020202020202	0.6251135440637627	0.807	3/3	14.71%	PSMB9;AP2M1;PSMB8	GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)
7	prerank	GO_Biological_Process_2021__Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	-0.86	-1.8143734353045078	0.00202020202020202	0.6251135440637627	0.807	3/3	14.71%	PSMB9;AP2M1;PSMB8	GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)
8	prerank	GO_Biological_Process_2021__cation transport (GO:0006812)	0.7726575597813412	1.8095118464487876	0.0	0.4938618510935527	0.79	3/4	4.97%	SLC6A6;LRP2;KCNJ13	GO_Biological_Process_2021	cation transport (GO:0006812)
9	prerank	GO_Biological_Process_2021__cell morphogenesis involved in differentiation (GO:0000904)	0.878	1.8090724366792441	0.003787878787878788	0.41285753715972323	0.79	3/3	12.72%	OPHN1;RELN;EFNA1	GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)
