	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
0	prerank	GO_Biological_Process_2021__neutrophil degranulation (GO:0043312)	0.5020882130683946	3.638032708103842	0.0	0.0	0.0	26/40	20.86%	CHI3L1;S100A8;HSPA6;CD14;FCGR3B;SERPINB1;FCER1G;CD44;MGST1;SNAP23;TLR2;SERPINA1;CYBB;METTL7A;C3AR1;LAMP2;PTPRC;LTF;FGL2;CD68;RNASE2;TMBIM1;CD58;NPC2;CD53;CTSH	GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)
1	prerank	GO_Biological_Process_2021__neutrophil mediated immunity (GO:0002446)	0.5020882130683946	3.638032708103842	0.0	0.0	0.0	26/40	20.86%	CHI3L1;S100A8;HSPA6;CD14;FCGR3B;SERPINB1;FCER1G;CD44;MGST1;SNAP23;TLR2;SERPINA1;CYBB;METTL7A;C3AR1;LAMP2;PTPRC;LTF;FGL2;CD68;RNASE2;TMBIM1;CD58;NPC2;CD53;CTSH	GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)
2	prerank	GO_Biological_Process_2021__neutrophil activation involved in immune response (GO:0002283)	0.5020882130683946	3.638032708103842	0.0	0.0	0.0	26/40	20.86%	CHI3L1;S100A8;HSPA6;CD14;FCGR3B;SERPINB1;FCER1G;CD44;MGST1;SNAP23;TLR2;SERPINA1;CYBB;METTL7A;C3AR1;LAMP2;PTPRC;LTF;FGL2;CD68;RNASE2;TMBIM1;CD58;NPC2;CD53;CTSH	GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)
3	prerank	GO_Biological_Process_2021__chemical synaptic transmission (GO:0007268)	-0.4965913966600203	-3.217447363536441	0.0	0.0	0.0	64/84	37.26%	GABRA1;GABBR2;SYT1;SLC12A5;GABRA5;GRIN2B;SYN1;SNCB;GABRB2;AMPH;CPLX1;GABRA4;NPTX1;UNC13A;GABRA3;RAB3A;CHRM3;CBLN2;GAD2;SYT5;PRKAR1B;CAMK4;HTR5A;SST;CACNA1E;HTR2A;SLC17A6;SCN2B;BSN;GABRB3;KCNQ3;CACNB3;GLRB;NRGN;GRM1;GABRD;GAD1;DLG4;DLGAP2;KCNQ2;CHRM1;AKAP5;PENK;SNCG;RIMBP2;STX1A;GRM7;GABRA2;HOMER1;GRIN2A;KCNN1;KCNK3;RIT2;PPFIA3;STXBP1;KCND2;LIN7A;ERC2;ASIC2;SLC32A1;DOC2A;HTR1E;CACNB4;SNCA	GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)
4	prerank	GO_Biological_Process_2021__cytokine-mediated signaling pathway (GO:0019221)	0.4068306948684317	2.914711712944535	0.0	0.00034416019361786375	0.001	27/47	20.10%	IL1RL1;CCL2;MX1;ANXA1;HLA-DRA;TIMP1;F13A1;IFI30;FCER1G;PLP2;CD44;PSMB9;HLA-DPB1;IL17RB;RHOU;PSMB8;IRF1;MT2A;IFITM1;HGF;ST18;GBP2;HMOX1;HLA-DQA2;IFITM2;TRIM22;HLA-DQB1	GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)
5	prerank	GO_Biological_Process_2021__regulation of angiogenesis (GO:0045765)	0.5571066476466833	2.8774004875432215	0.0	0.000275328154894291	0.001	18/20	36.00%	CHI3L1;RGCC;HSPB1;GPNMB;AQP1;APLNR;SFRP2;SPARC;HMOX1;CTSH;PROK2;FGF1;F3;ADAMTS1;ANXA3;SERPINF1;BMPER;YJEFN3	GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)
6	prerank	GO_Biological_Process_2021__innate immune response (GO:0045087)	0.5138426711316614	2.8763851508626557	0.0	0.00022944012907857582	0.001	17/22	25.74%	DEFB119;MX1;NLRC5;FCER1G;CLEC6A;TLR2;CYBB;TRIM59;COLEC12;TREM2;IFITM1;LTF;IFITM2;RNASE2;TRIM22;DDX58;TLR4	GO_Biological_Process_2021	innate immune response (GO:0045087)
7	prerank	GO_Biological_Process_2021__cellular response to cytokine stimulus (GO:0071345)	0.3925708898407952	2.87530254211623	0.0	0.00019666296778163644	0.001	31/45	30.11%	CHI3L1;CCL2;GBP3;ANXA1;TIMP1;MT1X;F13A1;AQP4;PLP2;RHOU;ERBIN;TLR2;YBX3;IRF1;MT2A;HCLS1;HGF;GBP2;LDLRAP1;HMOX1;IFITM2;IFI16;CD58;CXCR4;TLR4;F3;TCL1A;ZFP36L1;IL1R1;SOX9;CEBPD	GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)
8	prerank	GO_Biological_Process_2021__anterograde trans-synaptic signaling (GO:0098916)	-0.46327834782306837	-2.863023515090536	0.0	0.0	0.0	52/72	37.26%	GABRA1;GABBR2;SYT1;SLC12A5;GABRA5;GRIN2B;SYN1;SNCB;GABRB2;AMPH;CPLX1;GABRA4;NPTX1;GABRA3;CHRM3;GAD2;SYT5;PRKAR1B;CAMK4;HTR5A;SST;CACNA1E;HTR2A;SCN2B;BSN;GABRB3;KCNQ3;CACNB3;GLRB;NRGN;GRM1;GABRD;GAD1;DLG4;KCNQ2;CHRM1;AKAP5;PENK;SNCG;GRM7;GABRA2;HOMER1;GRIN2A;KCNN1;KCNK3;RIT2;KCND2;ASIC2;DOC2A;HTR1E;CACNB4;SNCA	GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)
9	prerank	GO_Biological_Process_2021__regulation of interleukin-8 production (GO:0032677)	0.7379134860050892	2.7704797397146526	0.0	0.0006883203872357275	0.004	10/10	26.83%	CHI3L1;CD14;ANXA1;TLR2;PTPRC;CD58;TLR7;DDX58;TLR4;F3	GO_Biological_Process_2021	regulation of interleukin-8 production (GO:0032677)
