Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Innate Immune System R-HSA-168249,0.3959694445839513,3.5511616729134756,0.0,0.0,0.0,40/70,22.12%,CHI3L1;DEFB119;S100A8;HSPA6;NLRC5;SERPINB1;C1QC;C1QB;FCER1G;CD44;PSMB9;MGST1;CFH;SNAP23;CLEC6A;TLR2;SERPINA1;CYBB;PSMB8;C1QA;METTL7A;TREM2;C3AR1;LAMP2;PTPRC;LTF;LY86;HMOX1;FGL2;CD68;IFI16;RNASE2;TMBIM1;CD58;NPC2;CD53;CTSH;TLR7;TXNIP;MYO1E
prerank,Reactome_2022__Neutrophil Degranulation R-HSA-6798695,0.5170211347036745,3.5330808145880033,0.0,0.0,0.0,24/35,20.86%,CHI3L1;S100A8;HSPA6;SERPINB1;FCER1G;CD44;MGST1;SNAP23;TLR2;SERPINA1;CYBB;METTL7A;C3AR1;LAMP2;PTPRC;LTF;FGL2;CD68;RNASE2;TMBIM1;CD58;NPC2;CD53;CTSH
prerank,Reactome_2022__Immune System R-HSA-168256,0.31581188149509754,3.4494395801203197,0.0,0.0,0.0,63/128,22.29%,CHI3L1;DEFB119;S100A8;HSPA6;IL1RL1;CCL2;MX1;DTX3L;ANXA1;NLRC5;SERPINB1;HLA-DRA;C1QC;TIMP1;F13A1;RASGRP3;C1QB;IFI30;FCER1G;FCGR2B;CD44;PSMB9;MGST1;CFH;IL17RB;RHOU;SNAP23;CLEC6A;TLR2;SERPINA1;CYBB;PSMB8;C1QA;METTL7A;IRF1;MT2A;COLEC12;TREM2;C3AR1;IFITM1;LAMP2;PTPRC;LTF;LY86;GBP2;HMOX1;HLA-DQA2;IFITM2;FGL2;CD68;IFI16;RNASE2;TMBIM1;TRIM22;CD58;NPC2;FYB1;CD53;CTSH;TLR7;TXNIP;MYO1E;TNFRSF12A
prerank,KEGG_2021_Human__Staphylococcus aureus infection,0.7426368341296683,3.2499559837574625,0.0,0.0,0.0,13/14,21.53%,FCGR3B;HLA-DRA;C1QC;FCGR3A;C1QB;FCGR2B;HLA-DPB1;CFH;C1QA;C3AR1;HLA-DQA2;HLA-DQB1;FPR3
prerank,ChEA_2022__FOXO1 32281255 ChIP-Seq Chondrocytes Human Osteoarthritis,0.4672638994747228,3.201050967616125,0.0,0.0,0.0,26/37,29.27%,CHI3L1;CP;CCN2;CD14;CCL2;TM4SF1;RANBP3L;RHOBTB3;ERBIN;GRAMD1C;MT1F;ID3;GJA1;EVI2B;NUPR1;IGFBP3;GBP2;CD68;REEP3;TXNIP;HILPDA;SELENOP;APOD;APOL2;ZFP36L1;DPY19L3
prerank,ChEA_2022__NCOR 22465074 ChIP-Seq MACROPHAGES Mouse,0.31737929204436205,3.195491719363471,0.0,0.0,0.0,67/95,39.19%,CD14;CCL2;GBP3;TUBB6;ANGPT1;RGS1;FCER1G;FCGR2B;ZC3HAV1;ARMC3;MGST1;CFH;S100A10;TLR2;LIX1;PSMB8;SPP1;SGK1;IRF1;GFAP;CD84;SON;EVI2B;PTPRC;IGSF6;LY86;SH3BP4;APOC1;PHYHD1;CD68;TMBIM1;RASSF2;REEP3;LPCAT2;TLR7;PLEKHO1;CXCR4;MICAL1;CD180;LIPA;PLIN3;F5;TLR4;F3;KCNJ2;IP6K3;VCAN;LY96;USP54;ZFP36L1;IL1R1;MYO6;GADD45G;GLTP;SLC26A2;PARVG;SLC39A10;YWHAB;HPCAL1;GCC2;ARL4C;GFOD1;R3HDM1;CAMTA1;NUDT4;PID1;SUSD1
prerank,ChEA_2022__REST 18959480 ChIP-ChIP MESCs Mouse,-0.42417284647879033,-3.169124131549808,0.0,0.0,0.0,124/200,36.42%,RPH3A;INA;SLC6A17;RAB3C;STMN2;SVOP;SYT1;SULT4A1;CPNE4;SLC12A5;PTPRN;CHGB;CAMK2A;THY1;ELAVL2;SNCB;SYT4;ENC1;PCSK2;NRIP3;DNM1;CALB1;PCSK1;CPLX1;CAMK1G;OLFM3;ZMAT4;L1CAM;HPCA;CHGA;CPNE9;ELAVL4;SCN3B;RIMS3;PDE2A;NPTX1;UNC13A;MYT1L;PTPRR;ATP2B2;EPHA4;FGF9;ARPP21;CHRM3;KCNAB2;GAD2;SYP;JPH3;SYT5;ACTL6B;UNC5A;PTPRT;NSF;ST8SIA3;HTR5A;KCNJ6;KCNT1;SST;NELL2;CACNA1E;FGF14;CDH12;GPR12;SLC17A6;YWHAH;CREG2;RGS7;CAMK2B;CADPS;CDK5R2;BSN;GABRB3;ADAM11;CNNM1;CDH13;OLFM1;GLRB;FGF12;TRHDE;GLT1D1;GRM1;GABRD;GAD1;PJA2;DLGAP2;FBXW7;PRMT8;XKR4;MAP3K9;KCNQ2;DNAJB5;FBXO41;GPR158;GPR26;SYT3;CLSTN2;STX1A;PSD;MPPED1;CACNA2D3;GABRA2;RPRM;GRIN2A;PLXNA4;GALNT9;KCNK3;FNDC5;MMP24;GNG2;FLRT2;SCG3;ATP6V1B2;DNAJC6;CACNA1G;STMN3;PPM1E;SCAMP5;GNAO1;SLC8A2;TMEM63C;PCDH8;PNMA2;SLC32A1;MGAT5B
prerank,Reactome_2022__Transmission Across Chemical Synapses R-HSA-112315,-0.48689833105059366,-2.9064749425422374,0.0,0.0,0.0,51/65,39.95%,GABRA1;GABBR2;SYT1;GABRA5;GRIN2B;CAMK2A;PRKCG;SYN1;CACNG3;GABRB2;CPLX1;GABRA4;GABRA3;RAB3A;ADCY1;GNG3;GAD2;PRKAR1B;NSF;CAMK4;KCNJ6;CACNA1E;CAMK2B;GABRB3;GLS2;CACNB3;GLRB;NRGN;GAD1;GNAL;ARL6IP5;AKAP5;STX1A;CACNA2D3;GABRA2;KCNJ3;GRIN2A;PLCB1;PPFIA3;TSPAN7;STXBP1;GNG2;LIN7A;PPM1E;GNG13;SLC32A1;CACNB4;NBEA;CAMKK1;SLC1A6;LRRC7
prerank,ChEA_2022__REST 21632747 ChIP-Seq MESCs Mouse,-0.37385846300198117,-2.8469336135262595,0.0,0.0,0.0,132/229,36.42%,RPH3A;INA;STMN2;SYT1;SULT4A1;CPNE4;SLC12A5;CHGB;CAMK2A;RBFOX3;NRSN1;THY1;CACNG3;ELAVL2;SNCB;SYT4;PACSIN1;ENC1;PCSK2;AMPH;DNM1;CALB1;PCSK1;OLFM3;SV2B;L1CAM;HPCA;CHGA;LINGO2;CPNE9;ELAVL4;SCN3B;RIMS3;PDE2A;NPTX1;RBFOX1;MRAP2;MYT1L;ATP2B2;EPHA4;CHRM3;CBLN2;KCNAB2;GAD2;SYP;JPH3;ACTL6B;UNC5A;PTPRT;NSF;OPCML;ST8SIA3;HTR5A;KCNJ6;KCNT1;SST;NELL2;CACNA1E;FGF14;GPR12;SLC17A6;YWHAH;CAMK2B;CADPS;CDK5R2;FBXL16;GABRB3;CNNM1;SRRM4;VSTM2L;PCLO;KCNH7;NETO1;CDH13;OLFM1;GLRB;CLVS1;RUNDC3A;GLT1D1;BASP1;GABRD;GAD1;DLGAP2;KCNA4;LRFN5;PRMT8;HCN1;XKR4;MAP3K9;DNAJB5;FBXO41;CNTN5;SCG2;GPR158;IPCEF1;VIP;GPR26;SYT3;CLSTN2;RIMBP2;STX1A;MPPED1;MTUS2;ZDHHC22;VWC2L;TRIM67;GABRA2;KCNJ3;GRIN2A;PLXNA4;GALNT9;TMEFF1;MMP24;KCND2;LHFPL5;SCG3;ATP6V1B2;NDUFA5;DNAJC6;LDB2;ERC2;STMN3;PPM1E;SCAMP5;EPHA5;GNAO1;SLC8A2;TMEM63C;PCDH8;PNMA2;SLC32A1;MGAT5B
prerank,Reactome_2022__Neuronal System R-HSA-112316,-0.43558987207261873,-2.826900710194519,0.0,0.0,0.0,61/98,32.63%,GABRA1;GABBR2;SYT1;GABRA5;GRIN2B;CAMK2A;PRKCG;SYN1;CACNG3;GABRB2;CPLX1;GABRA4;GABRA3;RAB3A;ADCY1;KCNV1;GNG3;KCNQ5;SHANK1;KCNAB2;GAD2;PRKAR1B;NSF;CAMK4;KCNJ6;CACNA1E;CAMK2B;GABRB3;GLS2;KCNQ3;KCNH7;CACNB3;KCNA2;GLRB;NRGN;SLITRK3;GRM1;GAD1;GNAL;DLGAP2;KCNA4;HCN1;KCNQ2;KCNB2;ARL6IP5;AKAP5;STX1A;CACNA2D3;GABRA2;HOMER1;KCNJ3;GRIN2A;KCNN1;KCNK3;PLCB1;PPFIA3;TSPAN7;STXBP1;GNG2;KCND2;LIN7A
