	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
0	prerank	ChEA_2022__AHR 22903824 ChIP-Seq MCF-7 Human	0.5180776971911113	2.305238020829887	0.0	0.12553769752052304	0.109	11/18	22.27%	FOS;CITED2;CNTNAP4;RAD23B;DDIT4;LRP1B;SLC3A1;SLC1A3;EFEMP1;IMMP2L;MYO3B	ChEA_2022	AHR 22903824 ChIP-Seq MCF-7 Human
1	prerank	ChEA_2022__FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer	0.4635662795082281	2.159553776558321	0.0018656716417910447	0.20352323688933283	0.306	11/21	20.28%	FOS;NXPH4;OPHN1;SLC6A6;CITED2;KANK1;RAD23B;SLC3A1;EFNA1;SPIN4;JUN	ChEA_2022	FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer
2	prerank	KEGG_2021_Human__MicroRNAs in cancer	0.49280907849247946	2.1552071864198883	0.005484460694698354	0.14202244567978364	0.319	12/18	25.05%	MIR29B2;MIR29C;DDIT4;EFNA1;MIR20A;MIR18A;MIR19B1;MIR19A;MIR17;MIR92A1;PTGS2;VEGFA	KEGG_2021_Human	MicroRNAs in cancer
3	prerank	KEGG_2021_Human__Leishmaniasis	0.7706237424547284	2.1376345172297584	0.0	0.12482441514824734	0.362	6/6	23.86%	FOS;FCGR3A;FCGR3B;HLA-DRA;JUN;PTGS2	KEGG_2021_Human	Leishmaniasis
4	prerank	Reactome_2022__Cellular Response To Chemical Stress R-HSA-9711123	-0.6915322580645161	-2.0624928247662857	0.0	0.9963407697051104	0.513	7/7	32.01%	HBA1;GPX1;PSMB9;PSMB8;PCDHB16;NPLOC4;BLVRB	Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123
5	prerank	ChEA_2022__OCT4 18692474 ChIP-Seq MEFs Mouse	-0.289506595543646	-2.0403146331987596	0.0022123893805309734	0.5669930735144386	0.556	24/55	21.07%	CHI3L1;FABP3;ISG15;TRH;MIF;PCDH8;GPX1;BDNF;ELAVL3;PHB2;EGR2;TMSB10;INSM1;IFITM3;LIF;ATP6V0D1;AP2M1;PLP2;STAG3;NQO2;FNDC4;DCTN1;LIPG;GAPDH	ChEA_2022	OCT4 18692474 ChIP-Seq MEFs Mouse
6	prerank	ChEA_2022__GATA3 24758297 ChIP-Seq MCF-7 Human	0.2991052119064097	1.9894403915015446	0.0017123287671232876	0.3450384595488315	0.726	26/54	29.22%	DKK1;FOS;CITED2;PTER;KCNJ13;RAD23B;DDIT4;MAN2A1;OTUD1;KIAA1217;PLOD2;RAB20;ID3;EFNA1;RMI1;IFIT1;S100A12;RANBP2;PTGS2;TRHDE;IER5;MTFR1;CKB;LPAR1;TAF11;CCNA2	ChEA_2022	GATA3 24758297 ChIP-Seq MCF-7 Human
7	prerank	ChEA_2022__ZNF217 24962896 ChIP-Seq MCF-7 Human	0.31998128050426206	1.9621333890713095	0.005376344086021506	0.35061791277196586	0.782	26/42	37.57%	DKK1;FOS;SLC6A6;CITED2;NXPH2;CYP26B1;RAD23B;LRP1B;KIAA1217;PLOD2;SPOCK1;EFNA1;EFEMP1;RGS18;TOB1;KCNH8;IER5;ZNF462;TANC1;SLC40A1;MYLK;THSD7B;ESRRG;STAT4;NFIL3;IQGAP2	ChEA_2022	ZNF217 24962896 ChIP-Seq MCF-7 Human
8	prerank	KEGG_2021_Human__Chemical carcinogenesis	0.6076424573315551	1.957443199212467	0.0057692307692307696	0.3080021215140971	0.79	7/9	25.05%	FOS;MIR29B2;MIR29C;JUN;KPNA5;PTGS2;VEGFA	KEGG_2021_Human	Chemical carcinogenesis
9	prerank	ChEA_2022__AR 21572438 ChIP-Seq LNCaP Human	0.6051431207365598	1.9526379486462082	0.001869158878504673	0.2793689291413155	0.803	7/8	31.01%	SLC6A6;RELN;SPIN4;JUN;FOLH1;ZNF462;EXOC5	ChEA_2022	AR 21572438 ChIP-Seq LNCaP Human
10	prerank	ChEA_2022__REST 21632747 ChIP-Seq MESCs Mouse	-0.28954958682397364	-1.9501002664212674	0.0	0.7630495019845728	0.776	35/51	40.16%	PCSK1;GPR26;PCDH8;NLRC5;RBPMS2;BDNF;OLFM3;INSM1;CLSTN2;AP2M1;ANKRD34C;GABRA2;CBLN1;NMNAT2;CBLN2;DIRAS2;SYT4;KANK4;FIS1;ERC2;RIMS3;TMEM151B;SMPX;DCTN3;RNF165;CDH8;ANK1;LETMD1;ADCY3;ASRGL1;MAP3K9;COL4A2;GPATCH1;RUNDC3A;GDAP1L1	ChEA_2022	REST 21632747 ChIP-Seq MESCs Mouse
11	prerank	Reactome_2022__ESR-mediated Signaling R-HSA-8939211	0.5968846558046121	1.9472538071134564	0.001890359168241966	0.2567816540192517	0.815	8/9	33.40%	FOS;KANK1;ZNF217;JUN;KCNH8;GPAM;GNB1;H2AC6	Reactome_2022	ESR-mediated Signaling R-HSA-8939211
12	prerank	ChEA_2022__EWS 26573619 Chip-Seq HEK293 Human	0.3512180034911461	1.9146728283064947	0.009242144177449169	0.2889269129298099	0.865	22/30	45.13%	CITED2;CNTNAP4;SPHKAP;MAN2A1;LRP1B;ID3;SPOCK1;FANCL;NAP1L3;CEP120;RGS18;ZNF397;CCNA2;TANC1;TIGD2;CA2;IQGAP2;RPA4;ADAMTS3;ITGB3BP;IRAK3;TAF9B	ChEA_2022	EWS 26573619 Chip-Seq HEK293 Human
13	prerank	ChEA_2022__AR 25329375 ChIP-Seq VCAP Human	0.3008332038440078	1.9134338529646422	0.007434944237918215	0.2647358332009928	0.865	20/47	21.67%	DKK1;CITED2;CEACAM8;CNTNAP4;RELN;RAD23B;OTUD1;LRP1B;KIAA1217;PLOD2;TECRL;EGR1;SPOCK1;DNAJC3;FANCL;ARHGAP11B;ZNF217;JUN;IMMP2L;RGS18	ChEA_2022	AR 25329375 ChIP-Seq VCAP Human
14	prerank	ChEA_2022__LMO2 20887958 ChIP-Seq HPC-7 Mouse	-0.3521972607958179	-1.9075774030551642	0.010638297872340425	0.755461359388519	0.855	11/26	17.30%	MYLK4;SV2C;GPR26;KISS1R;RBPMS2;RAB37;SYNC;ACO2;SLC18A2;ITM2C;NMNAT2	ChEA_2022	LMO2 20887958 ChIP-Seq HPC-7 Mouse
20	prerank	Reactome_2022__Estrogen-dependent Gene Expression R-HSA-9018519	0.6740442655935613	1.8508316749726503	0.003703703703703704	0.37074832638952443	0.947	6/6	33.40%	FOS;KANK1;ZNF217;JUN;GPAM;H2AC6	Reactome_2022	Estrogen-dependent Gene Expression R-HSA-9018519
22	prerank	Reactome_2022__Signaling By Nuclear Receptors R-HSA-9006931	0.4899145510745747	1.8271295026653833	0.014814814814814815	0.3987065568105189	0.962	9/12	33.40%	FOS;CYP26B1;KANK1;ZNF217;JUN;KCNH8;GPAM;GNB1;H2AC6	Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931
26	prerank	Reactome_2022__Nervous System Development R-HSA-9675108	-0.4039103288596234	-1.8098972785704963	0.01	0.42596764698420075	0.95	15/17	45.13%	PSMB9;EGR2;CNTN6;AP2M1;PSMB8;RPLP2;SRGAP1;HMGCR;CNTNAP1;ANK1;GAP43;COL4A2;MYH9;NAB1;EIF4G1	Reactome_2022	Nervous System Development R-HSA-9675108
28	prerank	Reactome_2022__Peptide Ligand-Binding Receptors R-HSA-375276	-0.5652328200695802	-1.804893973762193	0.010893246187363835	0.40832274295110754	0.953	4/8	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276
30	prerank	Reactome_2022__Metabolism Of RNA R-HSA-8953854	-0.42010802046518214	-1.8002793908869628	0.018367346938775512	0.3660837631514793	0.957	15/16	51.89%	PSMB9;PSMB8;RPLP2;EIF4A1;PRPF8;IMP4;GPRC5A;LSM7;PPP2R1A;NXF1;EIF4G1;GTF2H4;EPRS1;HSPA1A;TRMT13	Reactome_2022	Metabolism Of RNA R-HSA-8953854
48	prerank	Reactome_2022__L1CAM Interactions R-HSA-373760	-0.6606425702811244	-1.6872714480675264	0.03490759753593429	0.40820929895880775	0.995	5/5	34.79%	CNTN6;AP2M1;CNTNAP1;ANK1;GAP43	Reactome_2022	L1CAM Interactions R-HSA-373760
64	prerank	Reactome_2022__Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	-0.42758490809823957	-1.5733803060422125	0.04708520179372197	0.5113022186929184	1.0	4/11	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076
67	prerank	Reactome_2022__ER To Golgi Anterograde Transport R-HSA-199977	-0.5553319919517103	-1.5667982512172212	0.041928721174004195	0.4912881159863669	1.0	6/6	45.33%	COPE;DCTN1;CNIH3;DCTN3;ANK1;COG3	Reactome_2022	ER To Golgi Anterograde Transport R-HSA-199977
80	prerank	KEGG_2021_Human__Osteoclast differentiation	0.5607152917240963	1.5323416598598478	0.05649717514124294	0.9019877431087238	1.0	4/6	20.28%	FOS;FCGR3A;FCGR3B;JUN	KEGG_2021_Human	Osteoclast differentiation
90	prerank	KEGG_2021_Human__Neuroactive ligand-receptor interaction	-0.43467222202842665	-1.5052319970719017	0.08102345415778252	0.5204621293394674	1.0	5/9	22.27%	EDNRB;TRH;KISS1R;GABRA2;CCK	KEGG_2021_Human	Neuroactive ligand-receptor interaction
98	prerank	KEGG_2021_Human__Rheumatoid arthritis	0.5082885481443499	1.4898035529225229	0.058823529411764705	0.9086967148275819	1.0	5/7	25.05%	FOS;TNFSF13B;HLA-DRA;JUN;VEGFA	KEGG_2021_Human	Rheumatoid arthritis
117	prerank	KEGG_2021_Human__Human T-cell leukemia virus 1 infection	0.48687606875755696	1.4434777716985634	0.08785046728971962	0.9970028768199679	1.0	5/7	29.22%	FOS;EGR1;HLA-DRA;JUN;CCNA2	KEGG_2021_Human	Human T-cell leukemia virus 1 infection
120	prerank	KEGG_2021_Human__Prion disease	0.5171026156941649	1.4370330963725753	0.10133843212237094	1.0	1.0	6/6	48.91%	EGR1;HSPA1L;RYR3;NDUFB6;HSPA1B;HSPA1A	KEGG_2021_Human	Prion disease
122	prerank	KEGG_2021_Human__Wnt signaling pathway	0.5546361469759129	1.4364721560540221	0.07869481765834933	0.9625177055447874	1.0	4/5	28.03%	DKK1;JUN;LGR5;ZNRF3	KEGG_2021_Human	Wnt signaling pathway
